smiles
OC[C@@H]1C[C@H](O)[C@@H](O)[C@@H](O)O1
COC(=O)COS(=O)(=O)O
C[C@H](CN)NCCO
N[C@H](CO)CN1CCCC1=O
NC[C@H](O)Cn1ccnn1
NC(=O)NC(=O)C(N)=O
OCC[C@@H]1NCCN[C@H]1CCO
NCCNCCNC(=O)O
N[C@H]1CN[C@H](CO)C[C@@H]1O
CNC1=NC(N)=C2NCCN=C2N1
CN(C[C@H](O)CO)N=O
NC(=O)CC(O)(CC(N)=O)C(N)=O
OC[C@@H]1NC[C@@H]2CNC[C@H]21
N[C@H](CO)c1nc[nH]n1
OC[C@@H]1NNC[C@H](O)[C@H]1O
N[C@@H]1CCC[C@H]2C(=O)NNC(=O)[C@@H]12
O=C1CN2C(=O)CCN[C@H]2CN1
NC(=O)[C@@]1(N)CCOC1
CN1CCN(C(=O)CON)CC1
COCC(=O)NCCO
COC(=O)N1CCN(B(O)O)CC1
NCC[C@H](F)C[C@@H](N)C(N)=O
C[C@@H]1CN(C=O)[C@H](O)[C@@H](O)N1C=O
CN1C(=O)N[C@@H](N)[C@H](N)C1=O
COC(=O)c1nnn(C)n1
CN(C)C(=O)[C@@H]1C[C@H](O)CN1
Nc1cc(S(N)(=O)=O)cnc1N
NC1=C[C@@](N)(Cl)NC(N)=N1
O=C(O)[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
C[S@](=O)C[C@H](O)CN
N[C@@H]1C=C[C@@H](O)[C@H](O)[C@@H]1O
NC(=O)C[C@]1(O)CCCNC1
COC[C@H](ON)C(=O)O
N[C@H]1CC[C@@H](O)[C@@H](O)[C@@H]1O
C1CN[C@H]([C@H]2CNCCN2)CN1
OCC[C@H]1NCCN[C@@H]1CCO
O=C1NNC(=O)[C@@H]2C[C@@H]12
CC(=O)N[C@@H]1C[C@H](CO)[C@H](O)[C@@H]1O
O=S1(=O)N=C2NCCNC2=N1
NC(=O)[C@H](O)CC(=O)O
CC(=O)N[C@H]1C(=O)O[C@@H](CO)[C@@H]1O
NCC(=O)Nc1nccnn1
O=C1N[C@@H](O)[C@@H](O)N1CO
NS(=O)(=O)C[C@H]1CNCCO1
O=C1O[C@H]([C@@H](O)CO)C[C@H]1O
OC[C@H]1C[C@@H](O)[C@H](O)O1
NCCn1oc(=O)nc1O
C[C@H]1NNC[C@@H](O)[C@@H]1O
CNCC1(O)CN(C)C1
C[C@H]1NC(=O)[C@H]2C[C@H](O)CN2C1=O
N=C(N)NCP(=O)(O)O
C[C@H](N)C(=O)OC[C@H](O)CO
CN1CCN(CC[C@@H](O)CO)CC1
NC1=N[C@H](O)N=CN1
CC1(C)CN(O)[C@@H](C(N)=O)CN1
O=C1NC(=O)c2[nH]c(=O)c(O)nc21
CC(=O)Nn1cc(F)c(=O)[nH]c1=O
Cn1nnc([S@](=O)O)n1
C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
N[C@@H](Cn1ncnn1)C(=O)O
COC(=O)Cn1cc(CCN)nn1
CO[C@@]12C[C@H](CN)O[C@H]1NC(=O)N2
O=C(O)[C@H]1NC[C@@H](O)[C@H]1O
CN1CCN(CC(=O)O)CC1=O
O=C(NCO)OCCO
CC(=O)N(C=O)CN(C=O)C(C)=O
Nc1c[n+]([O-])cc(CO)n1
NN1CCNC1=O
O=C(O)[C@H](O)C[C@H](O)[C@H](O)CO
OCC[C@@H]1NCCN[C@@H]1CCO
NNCCNCCO
N#CN(CO)C(=N)N
O=C(O)C[C@@H]1CNCC(=O)N1
O=C(O)C[C@H](NO)C(=O)O
NCC(=O)N[C@@H]1CONC1=O
NCCCN1C[C@@H](O)[C@H](O)C1
NC(=O)N1C(=O)N[C@H](O)[C@@H]1O
C[C@H]1O[C@H](O)[C@@H](O)C[C@@H]1O
CN1C(=O)C(=O)N[C@H]2N=CN=C[C@@H]21
OCCN1CN=C(S)N(CO)C1
O=C(O)[C@@H](O)[C@H]1O[C@H](O)[C@H](O)[C@H]1O
O=C1O[C@@H]2C[C@@]1(O)C=C[C@H]2O
CC(C)[C@H]1NS(=O)(=O)NC1=O
COCC(COC)S(N)(=O)=O
O=C1N(CO)[C@@H](O)[C@@H](O)N1CO
NC(=O)C[C@@H]1CNC[C@H]1O
O=C1NCC2(COC2)N[C@@H]1CO
CN(C)CC(=O)NCO
NCCCOC[C@@H](O)CO
CS(=O)(=O)C1(C(=O)O)CC(N)C1
CC(C)OC(=O)[C@@H](O)[C@H](O)C(=O)O
OCC1(CO)COCCO1
C[C@H](O)CS(N)(=O)=O
O=C1NCN[C@@H]2NCN[C@@H]12
CC(=O)N[C@H](CO)CCO
COC(=O)CN1C=CNN1
CCOC(=O)[C@@H](O)[C@@H](O)C(=O)O
NN1C(=O)CNC1=O
CC(C)OC(=O)[C@@H](O)[C@@H](O)C(=O)O
C[C@]12NCCN3CCN(CCN1)[C@@H]32
NC[C@H]1CNCCN1
NC1=C[C@](N)(Cl)NC(N)=N1
N[C@H](Cc1c[nH]oc1=O)C(=O)O
OC[C@@H]1[C@H](O)[C@H](O)[C@@H]2[C@H](O)CCN21
NC(=O)NC(=O)NC(=O)C(N)=O
CN(CCN)CCOCCO
NC1=NC(=O)C2=N[C@H](O)CNC2=N1
O=C1NC(=O)C2(CC(O)C2)N1
N[C@@]1(C(=O)O)C[C@@H]1CO
NCC(=O)N1CCCN1
O=C1OC[C@@H]2[C@H](O)[C@H](O)CN12
C[C@H](CN)S(N)(=O)=O
NC[C@@H](N)CCO
CN1C(=O)N[C@H](N)[C@H](N)C1=O
CNC(=O)NC[C@H]1CNCCO1
NC(=S)NCCO
CNS(=O)(=O)C1CNC1
O=C1O[C@H]2[C@@H](O[C@H](O)[C@@H]2O)[C@@H]1O
O=S1(=O)CCNOCC1
OC[C@@H]1C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
O=C1Nc2c[nH]c(=O)nc2N[C@@H]1O
CNC(=O)CNCC(=O)NC
NC(=O)CCNC(=O)C(=O)O
OC[C@H](O)C(O)(CO)CO
C[C@H]1NC(=O)C[C@@H](C(=O)O)N1
COC(=O)CN[C@H]1CC(=O)NC1=O
C[C@H]1CN=c2nc(N)[nH]c(=O)c2=N1
CN1CCN(C(=N)N(C)N)CC1
NS(=O)(=O)N1CCC(O)CC1
C1NN[C@@H]2[C@H]1[C@@H]1CN[C@H]12
COC(=O)[C@@H]1C[C@H](N)[C@@H](O)[C@H]1O
C[C@@H](O)CNCCNCCN
COC(=O)CNS(=O)(=O)CCN
NC(=O)C1(O)COC1
NC(=O)CC1(N)CCNCC1
C[C@H](O)[C@](N)(CCN)C(=O)O
NS(=O)(=O)NC[C@H]1CCCCN1
N[C@@H](CNC(=O)C=O)C(=O)O
N[C@H](C(=O)O)C(C(=O)O)C(=O)O
C[C@@H]1CNCC(O)(O)[C@@H]1O
O=C1C[S@](=O)CCN1
CC(=O)[C@@H](O)[C@H](O)C(C)=O
N[C@@H]1C[C@H](CO)NC1=O
COC(=O)N1CC(=O)NCC1=O
NCC[C@H](N)C(=O)N1CCNCC1
COC[C@H](N)C(N)=O
O=C(NCCO)[C@H]1CNCCN1
CO[C@H]1O[C@H](CO)C[C@@H](O)[C@@H]1O
N[C@@H]1CNC[C@H]1N
C[C@@H]1[C@@H](C(=O)O)[C@H](O)C(=O)N1C
O=C(CO)C[C@H](O)[C@H](O)CO
O=C(O)C1(CS(=O)(=O)O)COC1
O=C1CN(CCCO)C(=O)N1
O=CN(C=O)C=O
NCCc1cc(=O)[nH]c(=O)[nH]1
NC1=NC(=O)[C@H](N)C(=O)N1
N[C@@H]1[C@H](O)CO[C@@H](O)[C@H]1O
Oc1nc2nonc2n2nnnc12
CS(=O)(=O)CCNN
N[C@@H](CCc1nnn[nH]1)C(=O)O
N[C@@H]1[C@@H](C(=O)O)NC[C@H]1O
CNC(=O)CNC[C@H](C)NC(C)=O
N[C@]12C(=O)O[C@@H]([C@H]1O)[C@H](O)[C@H]2O
OC[C@@H]1NCC[C@@H](O)[C@H]1O
CN1CCN(NC(N)=O)CC1
CO[C@H]1[C@@H](O)N(CO)C(=O)N1CO
CNCN(C=O)C(N)=S
O[C@@H]1CN[C@H]2COC[C@@H]12
OC[C@H](O)CN1CC[C@H](O)C1
OC[C@@H]1NCC[C@H](O)[C@H]1O
N[C@@H](CO)C(=O)NCCC(=O)O
OC[C@@H]1CN[C@H](CO)C1
CNC[C@H](O)CN
CNS(=O)(=O)CCCO
C=C1NC(=O)[C@@H](CN2CC2)NC1=O
CCNC[C@@H](O)CN1CCNCC1
C1CN[C@@H]([C@H]2CNCCN2)CN1
CN1CCN(C(=S)NN)CC1
NCC[C@@H](O)C[C@H](N)C(=O)O
O=C1NCCN2C[C@H](O)C[C@@H]12
O[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
N[C@@H]1CCS(=O)(=O)[C@H](C(=O)O)C1
Nn1cnc(C(=O)O)n1
NC[C@@H]1CN1
CNC(=O)CNC(=S)NN
CN[C@H]1C(=O)N=CNC1=O
N[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]1O
NC(=O)c1nnc(O)nc1O
CN(CCO)CCN(C)CCO
CO[C@H]1NC(=O)[C@@H](OC)NC1=O
CN[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
NC(=O)[C@H](N)[C@@H]1CCS(=O)(=O)C1
CC(=O)N(C)[C@@H](CO)C(=O)O
NCCNC[C@@H]1CNCCN1
OC[C@H]1C[C@H](CO)N1
COC(=O)C(CN)C(=O)OC
CO[C@@H]1O[C@H]([C@H](O)CO)[C@H](O)[C@H]1O
COC(=O)CNC(=O)[C@@H](C)O
OC1CNNC1
COC(=O)[C@H]1CNC[C@H]1O
O=S1(=O)NC[C@@H]2CNC[C@@H]21
NC(=O)[C@]1(CO)C[C@H]1CO
C1=c2ncncc2=NC1
CC(=O)NCC(=O)N[C@@H](C)C(=O)O
C1NC[C@@]2(N1)NCNN2
COCCOC(=O)N(CO)CO
Cn1c(=O)[nH]c(=O)c2[nH]c(=O)n(C)c21
C[C@@H](O)[C@H](NCCO)C(=O)O
OC[C@@H]1C[C@@H](O)[C@@H](O)CN1
CN(CCO)CCOCCO
NC(=S)NCO
NC(=O)C[C@H](O)C(=O)O
CN1C(=O)[C@@H](O)N(C)C(=O)[C@H]1O
NCc1cnn(CCO)c1N
Nc1cc(C(=O)NCCO)[nH]n1
O=S1(=O)CC[C@@H]2CNCCN21
NC(=O)c1c[nH]c(C(N)=O)n1
OC[C@H]1CN[C@@H](CO)C1
O=C(O)[C@@H](O)CP(=O)(O)O
CON(C)C(=O)CO
NS(=O)(=O)Cn1nnnc1S
NC1=N[C@H]2O[C@@H](CO)[C@H](O)[C@H]2O1
CN(CC(N)=O)C(=N)N
CN1CC(=O)N(C)[C@@H](O)C1=O
NC1=NS(=O)N=C1N
O=c1[nH]c(O)nnc1CO
CC(=O)N1CCN[C@@H](CO)C1
NC(=O)CN1CC(=O)CC1=O
C[C@H](O)CN1CCN(CCN)CC1
CN1CCN(CCN)CC1=O
O=C(O)C[C@H]1CNCC(=O)N1
COC(=O)C(N)(CO)CO
COC1(CO)CNC1
OC[C@H]1O[C@H](O)[C@H](O)C[C@H]1O
O=C1O[C@H]([C@H](O)CO)C[C@H]1O
O=C1NNC(=O)[C@@H]2C[C@H]12
C[C@H](O)[C@@H]1NC(=O)CNC1=O
CO[C@@H]1[C@@H](O)[C@H](C)O[C@H](CO)[C@H]1O
OC[C@@H](O)CNC[C@@H](O)CO
NC(=O)[C@@H](N)[C@H]1CCOC1
COC[C@H](CO)N1CCNCC1
NCCNC[C@H]1CNCCN1
CON(C)C(=O)CN1CCNCC1
NCCOCCON
CCS(=O)(=O)NC1CNC1
Cc1[nH]c(=O)n(C)c(=O)c1N
C[C@@H]1CN[C@H]2NC(N)=NC(=O)[C@H]2N1
C[C@](O)(C(=O)O)[C@H](O)C(=O)O
N[C@H](C(=O)O)[C@@H]1NC(=O)C1=O
NC(=O)[C@@H]1NC(=O)CNC1=O
CN1C(=O)N[C@@H](N)[C@@H](N)C1=O
O=C1NC(=O)[C@@H]2NCCC[C@@H]2N1
Nc1cc(=O)[nH]c(CO)n1
O=CN[C@H]1CCNC1=O
O=C1CNCC[C@]2(CCNC2)N1
NC(=O)C[C@@H](O)C(N)=O
COCN1C(=O)N(CO)[C@@H](O)[C@H]1O
OC(O)CCC(O)O
NCC(=O)N[C@H]1CONC1=O
CN1CCN([C@H](CO)CCN)CC1
CNCC(=O)NCC(=O)O
N[C@H](CCCNC=O)C(=O)O
O=S1(=O)CC[C@@H](CO)N1
[O-][n+]1cc(CO)ncc1CO
CN(C)S(=O)(=O)NCCO
CC(=O)NCC[C@@H](O)C(=O)O
CC12NCCNC1(C)NCCN2
C[C@H](O)CNCCNC[C@H](C)O
N[C@@H]1C(=O)NC[C@@H](O)[C@@H]1O
NNCCC(N)=O
COCCN(C)S(N)(=O)=O
NS(=O)(=O)NC1CC1
N[C@@H](CO)C(=O)N1CCCC1
N#CN(C=O)C(=N)N
C[C@@H]1NC(=O)C(CO)(CO)NC1=O
O=C(NCCO)[C@@H]1CNCCN1
CCOC(=O)[C@@H]1C[C@@H](O)C(=O)N1
CC(=O)[C@@H](O)[C@@H](O)C(C)=O
[CH2]C1=CC(O)(O)C(O)(O)C=C1
C[C@H](O)CNCCNC[C@@H](C)O
CC(=O)N1CC1(C(N)=O)C(N)=O
CCOC(=O)[C@@H]1NC=N[C@H]1N
CN1C(=O)CNC(=O)[C@H]1CO
CCn1cc(S(N)(=O)=O)nn1
C[C@@H]1NC(=O)[C@H](CON)NC1=O
N=C(NCC(=O)O)NP(=O)(O)O
N[C@](CO)(CC(=O)O)C(=O)O
OCCOCOCCO
CC(=O)CS(N)(=O)=O
C1CN[C@H]([C@@H]2CNCCN2)CN1
Cn1nnc(C[C@H](N)C(N)=O)n1
COC(=O)[C@H](CC(N)=O)NC(C)=O
Nc1cnc2nc[nH]n2c1=O
OC[C@@H]1C[C@H](O)[C@H](O)[C@H](O)[C@H]1O
NC(=O)[C@@H]1C[C@H](O)CN1N=O
CO[C@H]1NC(=O)N(CO)[C@@H]1OC
O=C1NC[C@H](C(=O)O)C(=O)N1
C1=N[C@@H]2NC=N[C@@H]2C(n2cncn2)=N1
C[C@H]1O[C@@H](O)[C@@H](O)C[C@@H]1O
N[C@H](CC(=O)O)[C@H](O)C(=O)O
CB1NBNB(C)N1
CC1=N[C@@H](C(=O)O)[C@H](O)CN1
N[C@@](O)(CCC(=O)O)C(=O)O
NCCCN(CCN)CCN
C[C@@H]1CN[C@@H]2NC(N)=NC(=O)[C@@H]2N1
COC(=O)[C@H](N)C(=O)O
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O
C[C@@H](O)[C@H](O)CN
O=C(O)COC(C(=O)O)C(=O)O
Nc1nc(=O)[nH]c2[nH]c(=O)cnc12
NNC1=NC(=O)CC(O)=N1
OC[C@@H](O)[C@@H]1CCN1
O=C1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
Nn1ccc(=O)n(N)c1=O
NS(=O)(=O)C[C@@H]1CCN1
O=C(O)[C@@H]1NC[C@@H]2ON=C(O)[C@@H]21
C[C@H]1C(=O)NCCN1CCO
CNC1(C(N)=O)CNC1
NC[C@H]1CN1
CCOC(=O)[C@H]1NC=N[C@@H]1N
O=c1cc(C(O)O)[nH]c(=O)[nH]1
COC(=O)[C@@H](N)Cc1c[nH]c(=O)[nH]1
C1COc2nc3c(nc2=N1)NON=3
O=C1C[C@H](O)[C@H](O)CN1
NC(=O)c1ccc(NCCO)nn1
C=CC(=O)NCNC(N)=O
O=C(O)[C@H]1CC(=O)N(C2CNC2)C1
OC[C@@H]1[C@H](O)[C@H](O)[C@@H]2[C@@H](O)CCN21
CN(C)C(=O)[C@@H](N)CC(=O)O
OC[C@H]1COB(O)O1
C[C@@H](O)[C@@H]1NC(=O)[C@H](CO)NC1=O
C[C@H]1NC(=O)[C@@](C)(O)NC1=O
OCCCNCCCOB(O)O
OC[C@@H]1O[C@H]1CO
O[C@@H]1CO[C@H](O)[C@@H](O)C1
Nc1nc(N)c(N)nc1N
NNC1=NC(=O)C(=O)N1
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
NN1NC(=O)c2[nH]cnc2N1
N[C@H](C(=O)O)C1CS(=O)(=O)C1
O=CN[C@@H]1NCCN[C@@H]1NC=O
O=C1NCN[C@@H]2NCN[C@H]12
N[C@@H]1NCN[C@H]2NCN[C@H]12
NC(=O)[C@@H](N)[C@H]1CCS(=O)(=O)C1
CN1CCOC[C@]1(CN)CO
OC[C@@H]1[C@H](O)[C@H](O)[C@H]2[C@H](O)CCN12
Nc1c[nH]c(=O)c[n+]1[O-]
C1CO[C@H]2CNC[C@H]2N1
C1CNCC2(C1)NCNCN2
COC(=O)[C@](C)(N)CC(N)=O
NC[C@H](O)[C@@H](O)CO
CN1C(=O)CNC(=O)[C@@H]1CO
O[C@H]1C=C[C@H](O)[C@@H](O)[C@H]1O
NCCNCCOCCO
NC(=O)[C@H]1C[C@@H](O)CN1N=O
N[C@]1(C(=O)O)C[C@H]1CO
NC(=O)C[C@H](C(=O)O)S(=O)(=O)O
O=C1O[C@H]([C@@H](O)C(=O)O)[C@H](O)[C@@H]1O
NCCC(CO)CO
COC(=O)[C@H]1N[C@@H]1C(=O)O
O=C(O)[C@H]1CNC[C@H](C(=O)O)N1
CC(=O)N[C@@H](NC=O)C(=O)N(C)C
CC(=O)N[C@@H]1NC(=O)NC1=O
N[C@H]1C(=O)N[C@H](C(=O)O)[C@H]1O
NC(=O)C1=C(N)[C@H](O)[C@@H]2O[C@H]2C1=O
NCCCOC[C@H](O)CO
COC(=O)N[C@H](OC)C(N)=O
NC(=O)c1noc(N)n1
OC[C@@H]1CN[C@@H](CO)CN1
NC1=N[C@H]2O[C@H](CO)[C@@H](O)[C@H]2O1
C[C@H](O[SiH](CO)CO)C(=O)O
O=C(O)C1O[C@H](O)[C@@H](O)O1
O=C(CO)CCO
C[C@H](CO)S(N)(=O)=O
N[C@@H]1C[C@H](CO)[C@H](O)[C@H]1O
CN1C[C@H](O)[C@H](O)C1
CO[C@H]1[C@@H](O)[C@H](O)[C@@H](O)O[C@@H]1C
C[C@@H](O)CS(N)(=O)=O
O=CN(C(=O)C(=O)O)C(=O)C(=O)O
OC[C@@H]1CNC[C@@H](CO)O1
CN(CCO)CC(N)=O
O=CN[C@H]1CNC(=O)NC1=O
CCN1CCN(C(N)=O)C(=O)C1=O
COCC[C@@H](N)C(N)=O
Cn1ncnc1C1(O)CNC1
O=CN[C@@H]1CNC(=O)NC1=O
NC(=O)CN1CCN(C(N)=O)CC1
C1NC[C@]2(N1)NCNN2
CNC(=O)c1no[n+]([O-])c1C
CNC(=O)C[C@H]1NCCN(C)C1=O
NC[C@@]1(O)CCCS(=O)(=O)C1
N[C@@H]1CN[C@H](CO)C1
CNS(=O)(=O)[C@@H](C)CN
O=S1(=O)CCCN1C1CNC1
O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@@H]12
O=C1Nc2c[nH]c(=O)nc2N[C@H]1O
O=[N+]([O-])N(CCO)CCO
O=C(CO)N1CCC[C@H]1CO
OCCN[C@@H]1CNC[C@H]1O
CC(=O)N[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O
OC(O)O
N[C@H]1COC[C@@H]1CO
O=Cc1nnc(O)[nH]c1=O
N[C@H]1C(=O)N[C@H]1C(=O)O
NN1C=NN(CC(=O)O)C1
CO[C@@H](CN)CC(N)=O
C[C@H]1NC(=O)[C@@H](CON)NC1=O
NC(=O)C1=C(N)[C@H](O)[C@H]2O[C@H]2C1=O
C[C@H](O)[C@@](N)(CCN)C(=O)O
CN1CCO[C@@H](C(=O)O)C1=O
CO[C@H]1[C@H](O)N(CO)C(=O)N1CO
CCCNC(=O)[C@@H](N)C(N)=O
O=C1NC[C@H](CO)N1
CO[C@@H]1[C@@H](O)OC[C@@H](O)[C@@H]1O
COCN1CC(=O)N(C)CC1=O
O=C1C[C@@H](O)[C@H](CO)O[C@H]1O
Nc1nc(=O)c2c([nH]1)N[C@H](O)C=N2
NC(=O)[C@@H]1CNCCN1C1CC1
NC[C@@H](O)CCO
NC1=NC(N)=NC(=O)C1
O=S(=O)(O)/C(=C\CO)CO
COC(=O)N[C@@H](OC)C(N)=O
CNS(=O)(=O)CCO
CN(N)C(=N)N1CCNCC1
C[C@H]1NCC(=O)NC1=O
C[C@H]1O[C@H](O)C[C@@H](N)[C@@H]1O
O[C@@H]1C=C[C@@H](O)[C@@H](O)[C@@H]1O
CCN[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
O=C(O)[C@@H]1NC[C@H]2ON=C(O)[C@@H]21
CCNC[C@H](O)CO
N[C@@H](CNCCO)C(=O)O
C[C@H](NC[C@H](O)CN)C(=O)O
O=C1NC[C@@H](C(=O)O)C(=O)N1
NCC[C@@H](NC(=O)C(=O)O)C(=O)O
